source_id,module_id,title,institution,url,published_at,retrieved_at,reference_period,source_tier,evidence_status,reliability,license,local_snapshot_sha256,notes
SRC-B02-HU-PTE-AIRTIGHTNESS-2014,B02,ACH and air tightness test results in the Croatian and Hungarian border region,University of Pécs / AIVC,https://www.aivc.org/sites/default/files/119.pdf,2014-09-24,2026-09-22,2013 field campaign,P1,OBS,HIGH,Conference paper / public web copy,,"Hungarian side includes field testing at 33 locations (19 Pécs, 14 smaller settlements), mostly residential. Type A leaves purposeful vents/chimneys active; Type B seals them. Seven traditional-brick examples publish n50 1.86..8.28 1/h, flow exponent 0.566..0.689 and calculated 4 Pa ACH 0.36..1.52 1/h. The paper reports annual-average Hungarian pressure difference 4 Pa and R2=0.9819 for the measured n50 / calculated n4 relation. P89 uses this only for Hungarian pressure-transfer/current-stock calibration, not as paired retrofit effect or national post-retrofit distribution."
SRC-B02-UK-RFTF-AIRTIGHTNESS-2013,B02,Retrofit Revealed - The Retrofit for the Future projects data analysis report,Technology Strategy Board / GOV.UK,https://www.gov.uk/government/publications/retrofit-revealed-retrofit-for-the-future-data-analysis,2013-03-01,2026-09-22,Retrofit for the Future programme,P1,OBS,HIGH,Official UK government publication,,"Airtightness was tested before and after retrofit with comparable results for 87 properties in the source report. The most frequent q50 result shifts from about 8 pre-retrofit to about 4 m3/m2/h @50Pa post-retrofit; properties below 5 rise from 2 to 39 and five post-retrofit properties are below 1. P89 treats q50 as a foreign whole-house response envelope only; q50 is not n50 and not a Hungarian population weight."
SRC-B02-US-WINDOW-AIRTIGHTNESS-2026,B02,Experimental and data-driven characterization of window-induced air leakage in residential buildings,Oak Ridge National Laboratory / Results in Engineering,https://doi.org/10.1016/j.rineng.2026.109265,undated,2026-09-22,2026 paired occupied-home field study,P2,OBS,HIGH,CC BY 4.0,,"20 occupied homes undergoing window replacement received 40 blower-door tests. Mean ACH50 reduction is 6.1% and the maximum reported improvement is 19.3%. Search-visible source text conflicts on the minimum (0.3% highlight versus 0.5% abstract), so P89 does not admit a minimum effect floor. Action-specific foreign sensitivity only; no Hungarian prevalence transfer."
SRC-B02-UK-AIRTIGHTNESS-DURABILITY-2025,B02,Airtightness retrofit and construction practices unintended consequences and ventilation practices,UK Department for Energy Security and Net Zero,https://www.gov.uk/government/publications/gathering-evidence-to-improve-airtightness-in-the-uk-housing-stock,2025-10-01,2026-09-22,retrofit case-study revisit,P1,OBS,HIGH,Official UK government publication,,"Four cases with both pre- and immediate post-retrofit airtightness tests all became more airtight. In the 10-dwelling decade revisit, seven became less airtight; mean air-permeability increase was 0.52 m3/h/m2 @50Pa, with reported change range -1.41..+2.58. P89 uses this as durability sensitivity only, not as a Hungarian decay rate."
SRC-B02-EU-TABULA-DATABASE-EVALUATION-2015,B02,Evaluation of the TABULA Database - Comparison of Typical Buildings and Heat Supply Systems from 20 European Countries,IWU / EPISCOPE project team,https://episcope.eu/fileadmin/tabula/public/docs/report/TABULA_WorkReport_EvaluationDatabase.pdf,2015-12-10,2026-09-22,April 2015 database version,P1,DER,HIGH,Public EPISCOPE project report; reuse terms require verification,,"P92 geometry authority. Table 2 defines A_Window_1/A_Window_2 and A_Door_1 separately; the evaluation auxiliary quantity is exactly A_Window=A_Window_1+A_Window_2+A_Door_1 and therefore means aggregate openings including a door. Table 4 Hungarian class averages: SFH A_C_Ref=112 m2, A_Window=16 m2, A_Wall=128 m2; MFH 644/97/668; AB 1702/359/1197. HU terraced-house values are absent. The report states these area ratios can serve as a preliminary basis for synthetic average buildings when deeper empirical stock geometry is unavailable. P92 uses opening/(wall+opening) only as a Hungarian class-average reference-programme calibration, not as household or age-specific observation. P93 top-envelope authority: Table 3 defines A_Roof=A_Roof_1+A_Roof_2; Table 4 publishes Hungarian class-average A_Roof/A_C_Ref ratios SFH=0.84, MFH=0.35, AB=0.20, averaged over construction-year classes. The report states such envelope-area indicators may serve as a preliminary basis for synthetic average buildings where deeper empirical stock geometry is unavailable. P93 applies these ratios only to canonical heated-floor-area bounds as a reference-programme proxy; roof/upper-ceiling semantics follow source attic state and do not resolve pitched-roof U. P94 bottom-envelope authority: Table 3 defines A_Floor=A_Floor_1+A_Floor_2; Table 4 publishes Hungarian class-average A_Floor/A_C_Ref ratios SFH=0.80, MFH=0.33, AB=0.20, averaged over construction-year classes. P94 applies these ratios only to canonical heated-floor-area bounds as a reference-programme bottom-envelope geometry proxy. A_Floor remains an aggregate bottom thermal-envelope area and is not silently promoted to ground-floor-only or basement-ceiling-only semantics. P95 facade-estimator authority: section 2.3/2.4 defines the simplified facade estimator as A_facade=b+0.7*A_C_Ref with b=50/25/5 m2 for 0/1/2 attached neighbours. The procedure is used for plausibility control and rough assessment of large housing portfolios. For total envelope area, 40% of database buildings lie within +/-0.1 and 80% within +/-0.3 of the estimate; the report states no relevant systematic deviation and considers the procedure suited to larger stock subsets. P95 does not convert that total-envelope +/-0.3 statement into a facade-specific error bound. The independent P85 bbox audit finds only 2/23 overlap when heated floor is used as the closest A_C_Ref proxy and only 11/23 overlap after widening A_C_Ref proxy to heated..total floor; bbox facade is therefore superseded rather than certified."
SRC-B02-EU-TABULA-REFERENCE-AREA-WEB,B02,TABULA Building Typologies - Country Pages / reference floor area explanation,IWU / EPISCOPE,https://episcope.eu/building-typology/country/,undated,2026-09-22,current public website,P1,POL,HIGH,Public website; reuse terms require verification,,"P95 semantic authority for TABULA A_C_Ref. The public explanation defines TABULA reference floor area as conditioned reference floor area based on internal dimensions; net internal area is the principle definition and gross internal area may also be used directly because the difference is small. P95 does not claim the KEOP23 heated-floor field is exactly A_C_Ref; instead it preserves an explicit heated-to-total floor-area proxy interval for the reference-programme facade estimator."
SRC-B02-HU-REKK-TARKI-ENVELOPE-2022,B02,Az orosz gáz kivezetésének lehetősége Magyarországon – TÁRKI-REKK lakossági felmérés és épületmodell,REKK / TÁRKI,https://rekk.hu/downloads/projects/ECF_HU_Gas_phaseout_REKK_study_final.pdf,2023-05-31,2026-09-23,2022 October-November household survey; previous-12-month renovation actions,P1,OBS,HIGH,Public research report; reuse terms require verification,,"P99 binding national envelope-action evidence. The final TARKI sample was weighted using KSH data and described as representative along region and building-type dimensions. Table 38/39 reports 2022 stock-state calibration (insulated facade 35.0%, insulated attic/ceiling 29.7%, window replacement 52.7%). Table 40 reports previous-12-month actions: facade insulation 3.7%, roof insulation 2.4%, attic-floor insulation 4.1%, window replacement 8.2%. Action overlap is not published; P99 therefore derives only an any-action union bound 8.2%-18.4%, never a summed point rate. Survey state/action evidence is not reference-U compliance or future programme action share. P101 source-native Table 38 detail: all 23 type rows publish 2022 insulated-facade, insulated-attic and window-replaced shares. Section 14.4.2 states the final survey sample was weighted with KSH data by region and building type and is representative on those dimensions, and that type-level weighted averages were used in the residential model. P101 uses the 23 type rows only as current-state calibration; renovation labels are not U-compliance evidence. P102 uses Table 38 current 2022 insulated-facade share only for direct EXTERNAL_WALL calibration. The single insulated-attic metric is not silently split across P80 ATTIC_FLOOR/FLAT_ROOF/PITCHED_ROOF states. Window-replacement share remains non-U evidence. P106 uses the 2022 weighted national window-replaced shares as the observed calibration target for any model-based non-EKR performance route. Replacement label remains distinct from realized/reference-compliant Uw."
SRC-B02-BUDAPEST-CARES-HOUSEHOLD-SURVEY-2023,B02,Socio-economic analysis of the residential building stock in Budapest – Budapest CARES household survey,Metropolitan Research Institute / Budapest CARES,https://mri.hu/en/wp-content/uploads/sites/2/2024/09/Survey-of-households-in-Budapest-about-energy-efficiency.pdf,undated,2026-09-23,in-person survey 2023-10-13 to 2023-11-07; 2009 owner households in Budapest,P1,OBS,HIGH,Public research report; reuse terms require verification,,"Already used by P38 as an independent structural holdout. P99 adds envelope-action use: representative Budapest survey, not national prevalence. Family-house last-10-year intervention list includes 94 window/door changes and 47 partial/full external-wall insulation mentions; pre-1991 family houses emphasize insulation/window needs. Used only for regional/structural validation, never as a Hungary-wide rate."
SRC-B02-HU-EKR-ATTIC-IMPLEMENTATION-2026,B02,Otthonfelújítási programok – EKR realized attic-floor insulation count,Nemzetgazdasági Minisztérium / Magyarország Kormánya,https://kormany.hu/hirek/teljes-tevuton-a-hvg-az-otthonfelujitasi-programok-nepszeruek-es-valos-segitseget-jelentenek-a-magyar-embereknek,2026-02-04,2026-09-23,EKR implementation reported through 2026-02-04,P1,OBS,HIGH,Official government public statement; reuse terms require verification,,"P99 recent implementation validation: official statement reports free attic-floor insulation realized in 50,000 properties under EKR. This proves current national-scale envelope-action activity but is not divided by B02 stock to create an annual rate because programme denominator/scope and period are not equivalent to the representative TARKI-REKK survey estimand."
SRC-B02-HU-MEHI-RENOVATION-DATA-GAPS-2025,B02,JustReno – comprehensive analysis of Hungarian building-stock renovation data gaps,Magyar Energiahatékonysági Intézet (MEHI),https://mehi.hu/justreno-projekt-atfogo-elemzes-az-magyarorszagi-epuletallomanyarol/,2025-10-23,2026-09-23,2025 analysis; page updated 2026-01-14,P2,DER,HIGH,Public professional research/policy analysis; reuse terms require verification,,"P99 negative current-data boundary: MEHI reports that the planned Building Renovation Monitoring System has not been implemented and Hungarian building energy/renovation data remain fragmented in collection frequency and quality. A unified database is needed to track renovation counts, type, depth/effect and to measure a reliable annual renovation rate. Used to prevent promotion of programme counts/publication dates into a fabricated 2026 national point action rate. P104 EPC/renovation-access boundary: the JustReno baseline assessment describes EPCs as detailed expert-calculation records but notes that detailed data are not publicly accessible and the certificate population is not representative of the full housing stock. It therefore cannot be silently used as a public national replaced-window Uw distribution."
SRC-B02-HU-TNM-ENERGY-RULES-2006,B02,7/2006. (V. 24.) TNM rendelet az épületek energetikai jellemzőinek meghatározásáról,Nemzeti Jogszabálytár,https://njt.hu/jogszabaly/2006-7-20-6F,2006-05-24,2026-09-23,historical legal requirement epochs through supersession,P1,POL,HIGH,Official legal text,,"P103 historical window-requirement authority. Older generic tier: wood/PVC facade window 1.60 W/m2K and metal-frame 2.00 W/m2K. For qualifying energy-saving renovation of affected structures after 2017-12-31 the stricter tier applies: wood/PVC 1.15 W/m2K and metal-frame 1.40 W/m2K. Legal requirement epoch is not proof of realized installed Uw or current reference compliance."
SRC-B02-KSH-HKF-ENERGY-2020,B02,Háztartási Költségvetési és Életkörülmény Adatfelvétel 2020 – Energia kérdőív,Központi Statisztikai Hivatal,https://www.ksh.hu/docs/hun/info/02osap/onk/2154/k202154.pdf,2020-01-01,2026-09-23,2020 survey instrument,P1,POL,HIGH,Official KSH survey instrument; reuse terms require verification,,"P103 public survey-schema authority. E_NYZKORSZCS distinguishes partial/all/none/unknown window replacement and E_NYZKORSZCSIDO records most recent replacement as last year, 2-10 years, more than 10 years or unknown. The public instrument does not publish the national response distribution, frame material or realized Uw. The interviewer guidance also means the all-encompassing label is not exact technical proof for every opening. P106 non-EKR structural route: the questionnaire distinguishes partial/all/no window replacement and last replacement timing (last year / 2-10 years / >10 years / unknown). The public questionnaire and interviewer guide do not provide frame material or realized Uw, and P106 did not identify a public response distribution suitable for numerical weighting."
SRC-B02-MEKH-HEM-MODULE-HANDBOOK,B02,HEM Modul felhasználói kézikönyv,Magyar Energetikai és Közmű-szabályozási Hivatal,https://ekr.mekh.hu/docs/HEM_Modul_kezikonyv.pdf,undated,2026-09-23,current HEM module,P1,POL,HIGH,Official MEKH public handbook; reuse terms require verification,,"P104 public/private field boundary. Without login and with HEM identifier, public lookup exposes HEM identifier, saving amount, beneficiary identity/address, implementation date and lifetime; public summary exposes only total HEM count and aggregate savings. Catalogue HEM intake carries measure and technical data, but those details are not established as public fields. P105 public-discovery boundary: section 5.1 separately defines HEM/saving type (catalogue-based versus individual-audit) and Intézkedés típusa as a distinct measure-type dropdown with measure-specific technical parameters. Section 8 public output includes a 'Megtakarítás típusa' label, but P105 does not promote that label to action code 1103 without explicit semantic proof. Public lookup remains known-HEM-identifier-bound; the public summary provides only total HEM count and aggregate GJ, not an enumerated/filterable 1103 cohort."
SRC-B02-MEKH-17-2020-HEM-DATA-CONTENT,B02,17/2020. (XII. 21.) MEKH rendelet - HEM registry and submission data content,Nemzeti Jogszabálytár / MEKH,https://njt.jog.gov.hu/jogszabaly/2020-17-20-5Z,2020-12-21,2026-09-23,current consolidated text,P1,POL,HIGH,Official legal text,,"P104 administrative data authority. 2/A public-registry field set is generic; 3 § submission data additionally contain the implemented measure/investment name and type and other action data. Therefore action type 1103 exists administratively but is not proven available in the public registry field surface. P105 administrative discovery authority: current section 3 submission data contain the implemented measure/investment name and type plus short technical description, while the 2/A registry field set is materially narrower. Measure type is therefore an administrative discovery key, but public measure-code enumeration/export is not established."
SRC-B02-EHAT-15A-PUBLIC-HEM-REGISTRY,B02,2015. évi LVII. törvény 15/A - hitelesített energiamegtakarítások nyilvántartása,Nemzeti Jogszabálytár,https://njt.jog.gov.hu/jogszabaly/2015-57-00-00,2015-05-22,2026-09-23,current consolidated text,P1,POL,HIGH,Official legal text,,"P104 verification/publication authority. HEM is verified by a registered audit organisation; verification confirms actual implementation and correct application of required calculation methods/principles. Registry publication does not by itself expose the window technical fields needed for a national 1103 technical cohort."
SRC-B02-HUPX-EKR-MONITORING-2022Q3,B02,EKR Hitelesített energiamegtakarítások piacmonitoring jelentés - 2022 Q3,HUPX / CEEGEX,https://hupx.hu/uploads/EKR/EKR_HEM_2022%20Q3_report.pdf,2022-11-01,2026-09-23,registry snapshot through 2022-10-31,P2,DER,HIGH,Official market-monitoring publication based on EKR registry data; reuse terms require verification,,"P105 historical administrative aggregation proof. The report states that registry records carry measure type and other professional parameters, groups accepted savings into 39 measure categories in six major groups, and publishes category/code-level project and GJ aggregates. It reports 541 accepted projects and 597 entitlements at the historical cutoff, with 620 GJ in the broad building-structure group. Code-level examples such as 2104 demonstrate that coded measure aggregation is technically possible in the administrative dataset. Historical values are not current 1103 counts and must not be used as 2026 population weights."
SRC-B02-CEEGEX-EKR-MARKET-2026,B02,EKR piaci adatok,CEEGEX,https://ceegex.hu/hu/ekr/piaci-adatok,undated,2026-09-23,current public EKR market data,P2,OBS,HIGH,Official CEEGEX public market page; reuse terms require verification,,"P105 current public-market boundary. Public market products aggregate HEM volumes into broad tradable classes, including residential/catalogue categories, but the page does not expose current action code 1103, new-window U fields or a complete national window-replacement technical cohort. Market-product aggregation is not measure-code aggregation."
SRC-B02-MEKH-EKR-USER-GUIDE-2025,B02,EKR rendszer felhasználói kézikönyv,Magyar Energetikai és Közmű-szabályozási Hivatal,https://ekr.mekh.hu/docs/Felhasznaloi_kezikonyv_EKR.pdf,undated,2026-09-23,current EKR system,P1,POL,HIGH,Official MEKH public user guide; reuse terms require verification,,"P105 acquisition-route boundary. The guide documents a MEKH-coordinated automated data-service connection option for high-volume submissions. This proves bulk submission automation capability only; it does not establish anonymous/public read, export or extraction authority for HEM/1103 technical records."
SRC-B02-TUWIEN-INVERT-EU27-STOCK-2026,B02,EU27 residential building stock data from Invert/EE-Lab for demand-side flexibility modeling 2020-2050,TU Wien / Zenodo,https://zenodo.org/records/19599551,2026-04-15,2026-09-23,EU27 model stock 2020-2050,P2,SCN,HIGH,CC BY data record; raw binary not committed,,"P106 model-calibration route. Public dataset contains HUN at 5-year intervals, archetype name encoding building type/construction period/renovation generation, areawindows, Htr_w, number_of_buildings and number_of_dwellings_per_building. P106 defines U_eff=Htr_w/areawindows as an area-weighted model coefficient. This is model output, not observed product/in-situ Uw and not proof of window replacement. P107 exact HUN 2025 extract: source MD5 verified as 71e630ff7c575507d385208ba832513a; 1,358 HUN rows; model dwelling weight 3,515,973. No-suffix BASE_GENERATION has 1,002 rows / 2,744,573.5 dwelling weight / mean U_eff 3.95483899117; explicit gen2 has 356 rows / 771,399 dwelling weight / mean U_eff 4.2734375. Only three rows meet U_eff<=1.10 and all are New_MFH_1_MFH new-construction rows (2020/2022/2025); gen2 has zero. The raw Parquet is not committed."
SRC-B02-INVERT-METHODOLOGY-2026,B02,Invert EE-Lab methodology,TU Wien Energy Economics Group,https://www.invert.at/methodology.php,undated,2026-09-23,current public methodology,P2,DER,HIGH,Public methodology webpage; reuse terms require verification,,"P106 method authority. Invert/EE-Lab is a dynamic bottom-up building-stock model that identifies component replacement/renovation cycles and simulates renovation decisions under policy/economic conditions. Standard outputs include refurbishment measures by level and represented buildings/dwellings. Modelled renovation is not an observed household renovation event."
SRC-B02-INVERT-FLEX-RENOVATION-GENERATION-2023,B02,Impact of variable electricity price on heat pump operated buildings - Invert/FLEX building categories,Energy Informatics / PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC10445833/,2023-08-23,2026-09-23,Invert archetype methodology example,P2,DER,HIGH,Open-access research article,,"P106 semantic validation: the publication states that gen2/gen3/gen4 indicate buildings that have undergone renovation and higher generation numbers represent more recent renovations. It also publishes 5R1C Htr_w by archetype. The evidence is an Austrian model example and validates naming semantics only; it is not Hungarian prevalence or performance evidence. P107 uses this only to interpret source naming: gen2/gen3/gen4 denote renovated generations and higher numbers newer renovation. HUN 2025 contains only no suffix plus gen2. No-suffix rows are therefore retained as BASE_GENERATION; this source does not make renovation generation a component-specific window-replacement label."
SRC-B02-KTI-TERMEKINFO-2026,B02,Építési Termékek Nyilvántartása és OFP kulcstermék-adatbázis,Közlekedéstudományi és Építésügyi Minőségellenőrző Intézet,https://www.termekinfo.emi.hu/,undated,2026-09-23,current public product database,P1,OBS,HIGH,Official public product database; reuse terms require verification,,"P108 installed-product performance route. The public database contains approved construction products and their performance declarations; the OFP FAQ states the KEHOP Plusz 4.1.7/4.1.8 key-product databases remain operated by KTI and public. Catalogue presence or a performance declaration becomes project evidence only when the exact installed product/document is linked through the realized project scope and final invoice/performance-confirmation chain."
SRC-B02-HU-KEHOP-418-COMPLETION-INDICATORS-2025,B02,KEHOP Plusz-4.1.8-24 Felhívás - physical-completion indicators,Magyar Fejlesztési Bank / public copy of MFB document,https://siholding.hu/wp-content/uploads/2025/11/kehop-plusz-418-24-felhivas-hatalyos-20251015-tol.pdf,2025-10-15,2026-09-23,2025-10-15 programme version,P2,POL,HIGH,Public MFB-branded programme document mirrored by third party; canonical programme scope page remains MFB,,"P109 Budapest counterpart. The 4.1.8 call uses the same project-level physical-completion indicator set as 4.1.7, including Energiahatékonysági intézkedés kategória from the MEKH category list plus RCO18/RCR26 programme indicators. This proves the same administrative action-category key in the Budapest programme but does not expose a public completed-project technical cohort. P110 confirms the same access contract for Budapest 4.1.8, so FAIR/IH extraction must preserve programme code while permitting a combined national KEHOP programme-family cohort."
SRC-B02-KTM-KEHOP-FAIR-GOVERNANCE-2025,B02,19/2025. (XII. 19.) KTM utasítás - KEHOP Plusz monitoring and FAIR governance,Építési és Közlekedési Minisztérium / Nemzeti Jogszabálytár,https://njt.jog.gov.hu/jogszabaly/2025-19-B0-9D,2025-12-19,2026-09-23,current organisational rules,P1,POL,HIGH,Official legal text,,"P110 exact administrative-surface authority. The current rules assign KEHOP Plusz indicator monitoring, programme-progress data transfer/reporting and related implementation data duties to the responsible administration. This supports the existence of an administrative indicator surface but does not imply anonymous/public project-level export."
SRC-B02-KTM-KEHOP-FAIR-GOVERNANCE-2024,B02,25/2024. (VII. 31.) KTM utasítás - physical-indicator monitoring and FAIR information-content responsibilities,Építési és Közlekedési Minisztérium / Nemzeti Jogszabálytár,https://njt.jog.gov.hu/jogszabaly/2024-25-B0-9D.1,2024-07-31,2026-09-23,historical-to-current governance lineage,P1,POL,HIGH,Official legal text,,"P110 lineage authority. The rules explicitly assign monitoring of project implementation by physical indicators, aggregation/analysis and provision of acquired data, and participation in KEHOP Plusz FAIR development and information-content definition. This proves administrative aggregation capability/FAIR locus; it does not prove a public 1103 endpoint."
SRC-B02-FAIR-SUPPORTED-PROJECT-SEARCH-HELP-2026,B02,"Támogatott projekt kereső - EUPR/EPTK online Súgóközpont","FAIR / EUPR",https://help.fair.gov.hu/node/2060,undated,2026-09-23,current supported-project search/export behavior,P1,POL,HIGH,"Public official help page; reuse terms require verification",,"P111 machine-readable project-universe route. Official help states supported-project data are sourced from EMIR/EUPR/IIER, refreshed daily, authenticated users can export results as CSV, and Szechenyi Terv Plusz export has no result-row limit. Documented fields do not establish the KEHOP professional completion-indicator/1103 field."
SRC-B02-HU-60-2014-FAIR-REGULATION,B02,"60/2014. (III. 6.) Korm. rendelet - FAIR definitions and indicator registry","Nemzeti Jogszabálytár",https://njt.jog.gov.hu/jogszabaly/2014-60-20-22,2014-03-06,2026-09-23,current consolidated FAIR architecture,P1,POL,HIGH,"Official legal text",,"P111 administrative join-locus authority. FAIR is the unified registry of development-source procedure data; FAIR KR serves registration of available frameworks, indicators and their fulfilment. This supports internal indicator existence/registry semantics but not anonymous/public 1103 export."
SRC-B02-MFB-OFP-PROGRAMME-SCALE-2026,B02,"Kiemelkedő igénylési számokkal zárul az energiahatékonysági Otthonfelújítási Program","Magyar Fejlesztési Bank",https://www.mfb.hu/kiemelkedo-igenylesi-szamokkal-zarul-az-energiahatekonysagi-otthonfelujitasi-program-s2879,2026-04-29,2026-09-23,combined KEHOP Plusz 4.1.7/4.1.8 programme status at 2026-04-29,P1,POL,HIGH,"Official public statement; reuse terms require verification",,"P111 approximate programme-scale control only. MFB states the combined programme resources were about HUF 73bn and expected to support nearly 10,000 homes. This is not a completed-project count, exact project-universe count, 1103 count or technical-performance cohort."
SRC-B02-FAIR-MONITORING-REPORT-EXPORT-HELP-2026,B02,"Monitoring mutatók rögzítése Szakmai- és Záró Beszámolóknál","FAIR / EUPR",https://help.fair.gov.hu/node/197,undated,2026-09-23,current EUPR/EPTK reporting workflow,P1,POL,HIGH,"Public official help page; reuse terms require verification",,"P112 project-level source-export authority. Official FAIR help states the monitoring function is part of professional and closing reports; lists are exportable as CSV/Excel; documented fields include monitoring name/type, fact date/value variants, report sequence and report type including closing professional report. Access is permission-controlled. This proves project/report export mechanics but not a cross-project KEHOP 1103 cohort or direct live readback of the exact 4.1.7/4.1.8 field."
SRC-B02-FAIR-PROGRAMMONITORING-GLOSSARY-2026,B02,"Fogalmak és magyarázatuk - Programmonitoring","FAIR / EUPR",https://help.fair.gov.hu/node/2144,undated,2026-09-23,current FAIR/EUPR terminology,P1,POL,HIGH,"Public official help page; reuse terms require verification",,"P113 cross-project aggregation semantics authority. The official glossary defines Programmonitoring as aggregating the results of projects implemented under a programme and comparing those results with programme target values. This proves a native programme-level aggregation layer but does not prove that every professional metric is included, nor that KEHOP measure category 1103 is currently exposed in any institutional or public aggregate."
SRC-B02-EUROSTAT-SILC-2023-ENERGY-MODULE-ASSESSMENT,B02,"Assessment of the implementation EU-SILC 2023 operation","European Commission / Eurostat",https://ec.europa.eu/eurostat/documents/1012329/22538672/EU_SILC_2023_modules_assessment.pdf,undated,2026-09-23,2023 ad-hoc household energy efficiency module,P1,OBS,HIGH,"European Commission publication; reuse with attribution",,"P114 direct current physical-stock authority. Hungary HC004 reports only single glazing 16.2%, only double 63.1%, triple or more 12.2%, mixed single plus double/triple 5.3%, mixed double plus triple 3.2%; therefore 21.5% have at least one single-glazed window. Same survey HC001 reports district heating 15.4%, so non-district is 84.6%. No HC001 x HC004 joint table is asserted."
SRC-B02-EU-2021-2052-HC001-HC004,B02,"Commission Implementing Regulation (EU) 2021/2052 - EU-SILC 2023 housing and energy variables","European Union / EUR-Lex",https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32021R2052,2021-11-24,2026-09-23,EU-SILC 2023 variable definitions,P1,POL,HIGH,"Official EU legal text",,"P114 semantic authority. HC001 heating system and HC004 window glazing type are household-level variables with current reference period. Used to bind the observed Hungary marginals without inventing household-to-Census-dwelling identity or a joint table."
SRC-B02-HU-2023-EKM-CURRENT-U,B02,"9/2023. (V. 25.) ÉKM rendelet az épületek energetikai jellemzőinek meghatározásáról","Nemzeti Jogszabálytár",https://njt.hu/jogszabaly/2023-9-20-8X,2023-05-25,2026-09-23,current consolidated technical requirements,P1,POL,HIGH,"Official legal text",,"P114 current technical reference. Current glazing requirement is U<=1.0 W/m2K; facade glazed window requirement is 1.10 W/m2K for wood/PVC >0.5 m2 and 1.40 W/m2K for metal. Whole-window U includes glazing, frame and spacer effects, so glazing-layer count alone is not whole-window compliance."
SRC-B02-HU-EKM-APPENDIX2-GLAZING-U,B02,"2. függelék - szerkezetek referencia hőátbocsátási tényezői","Építési és Közlekedési Minisztérium / Kormány.hu",https://cdn.kormany.hu/uploads/document/7/71/710/7104724f6e0267935518ec602269fd08733e6271.pdf,undated,2026-09-23,current official technical appendix,P1,POL,HIGH,"Official government technical publication",,"P114 glazing-performance authority. Reference U_glass values include ordinary 4 mm single glazing 5.8 W/m2K; double-glazing constructions spanning about 2.9, 1.6, 1.2 and 1.1 W/m2K; and a triple low-e argon example 0.8 W/m2K. Used to prove single glazing as a current glazing deficit class and to prohibit double/triple layer-count promotion to whole-window compliance."
SRC-B05-NIBE-S2125-IHB,B05,S2125 official installer manual,NIBE Energy Systems,https://installer.nibe.eu/download/18.69d23679185eaf109d92e22/1676544183097/S2125-IHB-631676-1.pdf,undated,2026-09-24,current manufacturer installer manual,P2,OBS,HIGH,Public manufacturer PDF,,"P10: source-native continuous W35/W45/W55 heating-capacity curves cover the P9 mean cold-stress interval. Curves are explicitly continuous-operation and exclude defrost; plotted kW values are not digitized and cold total-input/COP triples remain Q. P33: same manufacturer manual provides exact product-family defrost controller semantics and active/passive operating states; it still does not quantify event heat/electric energy."
SRC-B05-TEKNOPOINT-ATHENA-R32-2025,B05,ATHENA R32 hydronic-system performance catalogue,Tekno Point,https://teknopoint.com/pdf/catalogo_sistema_idronico_ITA_EN_2025.pdf,undated,2026-09-24,2025 manufacturer catalogue,P2,OBS,HIGH,Public manufacturer PDF,,"P11 source-native A-15/A-7 x W35/W55 capacity, published power input and COP. Product-unit electrical-input mapping only; no hidden defrost or external-system auxiliary claim."
SRC-B05-TEKNOPOINT-ATHENA-R32-CURRENT-2026,B05,ATHENA R32 current product page,Tekno Point,https://teknopoint.com/fr/pompes-a-chaleur/athena-r32,undated,2026-09-24,current product surface,P2,OBS,HIGH,Public manufacturer webpage,,"Current-product and operating-limit control only. Manufacturer states heating water to 55 C even at -20 C outdoor; this does not create a -20 C performance point."
SRC-B05-ECPOWER-PMH-2023,B05,Technical Data PMH 6 / PMH 19,EC POWER,https://www.ecpower.eu/files/ec-power/customer/EN/Downloads_EN/Information_Material/EC_POWER_EN_technical_data_PMH.pdf,undated,2026-09-24,version 03.2023 manufacturer technical data,P2,OBS,HIGH,Public manufacturer PDF,,"P12 source-native A-15/A-7 x W35/W55 heating capacity and COP. Data sheet cites TUV-Sud reports. Electrical input is intentionally DER via capacity/COP and is not promoted to source-native OBS."
SRC-B05-ECPOWER-PMH-CURRENT-2026,B05,Current PMH heat-pump product/download surface,EC POWER,https://www.ecpower.eu/en/product-range2.html,undated,2026-09-24,current manufacturer product surface,P2,OBS,HIGH,Public manufacturer webpage,,"Current-product control only. Does not establish Hungarian distribution, procurement availability or market share."
SRC-B05-WAMAK-AWK35-EVI-2026,B05,AWK 35 EVI manufacturer product sheet,WAMAK,https://www.wamak.eu/wapps/product-sheets/combine.php?code_id=WA001448&coverpg=&descriptmrktadv=&lang=en-GB,undated,2026-09-24,product sheet ver. 2024/25 accessed current 2026,P2,OBS,HIGH,Public manufacturer PDF,,"P13 source-native A-22/A-10 x W35/W55 extreme-cold performance evidence. The A-22/W55 published input conflicts with published capacity/COP and is not promoted; canonical input is DER from capacity/COP."
SRC-B05-EN14511-1-DEFROST-2022,B05,EN 14511-1:2022 terms and definitions - public preview,Slovenian Institute for Standardization / CEN,https://preview.sist.si/sist-preview/70163/c077a942ea724977b9d7f3dda0be98c7/SIST-EN-14511-1-2022.pdf,2022-09-01,2026-09-24,current EN14511 method boundary,P1,POL,HIGH,Public standard preview,,"P14 accounting authority: effective power input includes any power input for defrosting; COP uses heating capacity/effective input. Method rule only."
